Protein1,Protein2,Score,Experimental System Type
SMARCB1,SMARCD3,995,physical
SMARCB1,DPF2,995,physical
JARID2,MTF2,995,physical
JARID2,RBBP4,995,physical
SEPTIN6,SEPTIN2,995,physical
DTNBP1,BLOC1S6,995,physical
PPP1CC,PPP1CA,995,physical
PPP1CC,PPP1R15B,995,physical
RPS2,FAU,995,physical
RPS2,RPS29,995,physical
RPS2,RPS10,995,physical
RPS2,RPS4X,995,physical
CAV3,CAV1,995,physical
SNRPD2,CRNKL1,995,physical
SNRPD2,PRPF31,995,physical
SNRPD2,AQR,995,physical
SNRPD2,PRPF6,995,physical
SNRPD2,PRPF4,995,physical
SNRPD2,LSM6,995,physical
SNRPD2,SNW1,995,physical
SNRPD2,PLRG1,995,physical
SNRPD2,EFTUD2,995,physical
SNRPD2,LSM4,995,physical
SNRPD2,SF3A2,995,physical
NOXA1,NCF4,995,physical
POLR2K,POLR1D,995,physical
KPNA1,STAT1,995,physical
KPNA1,KPNB1,995,physical
SMARCA4,ACTB,995,physical
CLUAP1,IFT52,995,physical
HMGB1,AGER,995,physical
RPS21,RPS6,995,physical
RPS21,RPS7,995,physical
RPS21,RPL24,995,physical
RPS21,RPS20,995,physical
RPS21,RPS26,995,physical
RPS21,RPS18,995,physical
RPS21,RPL6,995,physical
RPS21,RPL18,995,physical
RPS21,RPS9,995,physical
RPS21,RPS25,995,physical
RPS21,RPL30,995,physical
RPS21,RPS24,995,physical
RPS21,RPS23,995,physical
RPS21,RPL31,995,physical
RPS21,RPL18A,995,physical
RPS21,RPS29,995,physical
RPS3A,RPS29,995,physical
RPS3A,RPS15A,995,physical
RPS3A,RPS27A,995,physical
PRKAA1,PRKAB1,995,physical
NDUFV3,MT-ND3,995,physical
NDUFV3,NDUFC2,995,physical
CRKL,BCAR1,995,physical
ATG7,ATG10,995,physical
ATG7,GABARAPL2,995,physical
MYH7,MYL3,995,physical
GTF2E2,ERCC2,995,physical
GTF2E2,ERCC3,995,physical
TJP1,CLDN1,995,physical
PSMD12,PSMD1,995,physical
PSMD12,PSMC5,995,physical
CENPL,CENPI,995,physical
CENPL,CENPN,995,physical
CENPL,CENPK,995,physical
CENPL,ITGB3BP,995,physical
CDC16,ANAPC15,995,physical
UPF2,SMG1,995,physical
UBE2C,ANAPC2,995,physical
RPS26,RPS27A,995,physical
RPS26,RPL7A,995,physical
RPS26,RPS29,995,physical
RPS26,RPL10A,995,physical
RPS26,RPS15,995,physical
RPS26,RPS10,995,physical
RPS26,RPS21,995,physical
RPS26,RPL32,995,physical
DYNC1H1,DYNC1I1,995,physical
ATP5F1C,ATP5F1E,995,physical
PIWIL2,TDRD1,995,physical
ITGAL,ICAM5,995,physical
MCRS1,KANSL2,995,physical
MAP1LC3C,CALCOCO2,995,physical
ANAPC11,ANAPC4,995,physical
CCRL2,CCL19,995,physical
POP5,POP7,995,physical
ELK4,SRF,995,physical
TPM1,ACTC1,995,physical
RHOT1,TRAK1,995,physical
XAB2,BUD31,995,physical
XAB2,ISY1,995,physical
NLGN3,NRXN1,995,physical
TMEM126B,NDUFAF1,995,physical
VCP,ATXN3,995,physical
PCBP2,PCBP1,995,physical
DNMT1,EZH2,995,physical
ATP6V1H,ATP6V1B2,995,physical
PLXNA4,SEMA6A,995,physical
PLXNA4,SEMA3A,995,physical
DDA1,CUL4A,995,physical
DDA1,DET1,995,physical
WDHD1,CDC45,995,physical
SIGLEC14,TYROBP,995,physical
EIF3B,EIF3K,995,physical
EIF3B,EIF2S1,995,physical
PPP1R13L,TP53,995,physical
STAT1,PIAS1,995,physical
STAT1,KPNA1,995,physical
MT-ND1,NDUFB5,995,physical
MT-ND5,NDUFA10,995,physical
MT-ND5,NDUFS5,995,physical
MT-ND5,NDUFA3,995,physical
MT-ND4,NDUFA3,995,physical
MT-ND2,NDUFB4,995,physical
MT-ND2,NDUFA3,995,physical
MT-ND2,NDUFB6,995,physical
TAF13,TAF7,995,physical
TAF13,TAF5,995,physical
TAF13,TAF1,995,physical
DCAF12,DDB1,995,physical
GRIN3A,GRIN3B,995,physical
MT-ND3,NDUFB11,995,physical
MT-ND3,NDUFB5,995,physical
MT-ND3,NDUFB6,995,physical
MT-ND3,NDUFV3,995,physical
MT-ND3,NDUFB4,995,physical
TFB2M,TFAM,995,physical
EXO1,MLH1,995,physical
RYR2,RYR3,995,physical
COG2,COG5,995,physical
COG2,COG3,995,physical
ACTA1,VASP,995,physical
HIST3H3,DNMT3L,995,physical
INTS7,INTS5,995,physical
PPP1R15B,PPP1CC,995,physical
RAET1L,KLRK1,995,physical
RNF2,SUZ12,995,physical
NCF2,NOXO1,995,physical
DHX9,AGO2,995,physical
SF3B5,SF3A1,995,physical
HBS1L,PELO,995,physical
DCAF6,DDB1,995,physical
TADA1,ATXN7,995,physical
NDUFS2,NDUFB6,995,physical
NDUFS2,NDUFB4,995,physical
MED23,MED24,995,physical
MED23,MED25,995,physical
AIM2,NLRC4,995,physical
DAP3,MRPS5,995,physical
DAP3,MRPS15,995,physical
DAP3,MRPS11,995,physical
DPM3,DPM1,995,physical
EFNA1,EPHA4,995,physical
GATAD2B,RBBP7,995,physical
CDC40,SNRPD3,995,physical
CDC40,SYF2,995,physical
BAG3,HSPA8,995,physical
UBL4A,SGTA,995,physical
ATP5PB,ATP5PO,995,physical
ATP5PB,ATP5PF,995,physical
ATP6AP1,ATP6V0D1,995,physical
ATP6AP1,ATP6V0C,995,physical
TAF5,TAF13,995,physical
DBT,DLD,995,physical
BTRC,GSK3B,995,physical
HAUS7,HAUS8,995,physical
MTF2,JARID2,995,physical
BLOC1S2,BORCS5,995,physical
FMR1,AGO2,995,physical
GTF2B,GTF2H4,995,physical
PRKACB,AKAP1,995,physical
ITGB3BP,CENPL,995,physical
STX16,VAMP4,995,physical
JUN,NFATC2,995,physical
C8B,C8G,995,physical
NDUFA1,NDUFA9,995,physical
RNF113A,CWC22,995,physical
CDC5L,SNRNP40,995,physical
CDC5L,SRRM2,995,physical
CDC5L,SNRPF,995,physical
CDC5L,AQR,995,physical
HSP90AB1,PPID,995,physical
HSP90AB1,FKBP4,995,physical
DPM1,DPM3,995,physical
C8G,C8B,995,physical
LHX3,LDB1,995,physical
MRPS2,MRPS14,995,physical
MRPS2,MRPS22,995,physical
MRPS2,MRPS21,995,physical
MRPS2,MRPS23,995,physical
MRPS2,MRPS16,995,physical
MRPS2,MRPS28,995,physical
MRPS2,MRPS18B,995,physical
RPL7A,RPS26,995,physical
RPL7A,RPL36,995,physical
BMPR1A,BMP4,995,physical
POMT1,POMT2,995,physical
DMAP1,BRD8,995,physical
DMAP1,ACTL6A,995,physical
POLR3A,CRCP,995,physical
CDC20,ANAPC5,995,physical
YBX1,HNRNPU,995,physical
VDAC2,VDAC3,995,physical
PLAU,VTN,995,physical
CENPI,CENPL,995,physical
MRPS16,MRPS14,995,physical
MRPS16,MRPS5,995,physical
MRPS16,MRPS18B,995,physical
MRPS16,MRPS2,995,physical
NDUFS5,MT-ND5,995,physical
NDUFS5,NDUFB4,995,physical
NDUFS5,NDUFA3,995,physical
NDUFS5,NDUFC2,995,physical
NDUFS5,NDUFB10,995,physical
TAF8,TBP,995,physical
SF3A3,PHF5A,995,physical
IFT52,CLUAP1,995,physical
MRPS15,MRPS17,995,physical
MRPS15,DAP3,995,physical
EIF4EBP2,EIF4E,995,physical
PSMB2,PSMB9,995,physical
CDK9,MLLT1,995,physical
TRAF3IP1,IFT27,995,physical
TRAF3IP1,IFT46,995,physical
RNF8,MDC1,995,physical
RNF8,UBE2N,995,physical
RBBP4,JARID2,995,physical
HDAC1,MTA3,995,physical
SRC,CSK,995,physical
SRC,GJA1,995,physical
EIF3I,EIF3L,995,physical
EIF3I,EIF3E,995,physical
EIF3I,EIF3F,995,physical
EIF3I,EIF3D,995,physical
EIF3I,EIF3H,995,physical
RPS4X,RPS24,995,physical
RPS4X,RPS25,995,physical
RPS4X,FAU,995,physical
RPS4X,RPS2,995,physical
CXCR3,CCL5,995,physical
CXCR3,PF4,995,physical
PPIL1,AQR,995,physical
PPIL1,RBM22,995,physical
NDUFA8,NDUFB11,995,physical
MED18,MED29,995,physical
RPL10A,RPS26,995,physical
RPL10A,RPL24,995,physical
RPL10A,RPL8,995,physical
RPL10A,RPL6,995,physical
RPL10A,RPS23,995,physical
RPL10A,RPL30,995,physical
PHF20,KANSL3,995,physical
ATP6V1G1,ATP6V1D,995,physical
OGDHL,DLD,995,physical
POLE3,POLE,995,physical
PRPF4,SNRPD2,995,physical
PRPF4,SNU13,995,physical
PRPF4,SART1,995,physical
PRPF4,SNRPF,995,physical
PRPF4,LSM4,995,physical
CDC26,ANAPC15,995,physical
MUSK,LRP4,995,physical
BAK1,BID,995,physical
BAK1,BCL2L11,995,physical
RING1,COMMD3-BMI1,995,physical
AR,NCOA4,995,physical
HLA-DMA,HLA-DRA,995,physical
PSMB9,PSMA6,995,physical
PSMB9,PSMB2,995,physical
PSMB9,PSMB4,995,physical
PSMB8,PSMB4,995,physical
PSMB8,PSMB3,995,physical
HLA-DRB5,HLA-DRA,995,physical
NOTCH4,JAG1,995,physical
AGER,HMGB1,995,physical
XPA,ERCC3,995,physical
NCBP1,SRRT,995,physical
TFDP1,E2F5,995,physical
CUL4A,ERCC8,995,physical
CUL4A,DDA1,995,physical
LSM2,SNRPB,995,physical
ROR2,WNT5A,995,physical
RND3,ROCK1,995,physical
BCL2L1,PMAIP1,995,physical
TNFRSF1B,LTA,995,physical
MDC1,RNF8,995,physical
MDC1,TP53BP1,995,physical
DHX16,SF3B2,995,physical
GATA1,TAL1,995,physical
EXOSC10,MPHOSPH6,995,physical
PRKACG,AKAP1,995,physical
CRNKL1,SNRPG,995,physical
CRNKL1,SNRPE,995,physical
CRNKL1,SNRPD2,995,physical
PIK3CD,PIK3R5,995,physical
SNX5,VPS35,995,physical
MZT1,TUBGCP4,995,physical
SUGT1,HSP90AA1,995,physical
TAF2,TAF12,995,physical
TAF2,TAF9,995,physical
TAF2,TAF10,995,physical
DCLRE1C,XRCC5,995,physical
BCOR,PCGF1,995,physical
RPS16,RACK1,995,physical
CCL7,CCR2,995,physical
LRP4,MUSK,995,physical
OPTN,GABARAPL2,995,physical
OPTN,GABARAPL1,995,physical
BMP2,BMPR1B,995,physical
TAB3,TRAF6,995,physical
PCNA,RFC1,995,physical
PCNA,LIG1,995,physical
PCNA,RFC2,995,physical
APOO,CHCHD6,995,physical
APOO,IMMT,995,physical
WBP4,SNRPB,995,physical
SMAD9,SMAD5,995,physical
NDUFB6,NDUFB1,995,physical
NDUFB6,MT-ND2,995,physical
NDUFB6,NDUFS2,995,physical
NDUFB6,MT-ND3,995,physical
NDUFB6,NDUFS4,995,physical
NDUFB6,NDUFS8,995,physical
RBBP7,GATAD2B,995,physical
BRCA2,FANCD2,995,physical
CHD3,MTA2,995,physical
RPS6,RPS10,995,physical
RPS6,RPS29,995,physical
RPS6,RPS21,995,physical
RPS6,RPS27A,995,physical
PIGA,PIGQ,995,physical
HAUS6,HAUS5,995,physical
TAF9,TAF3,995,physical
TAF9,TAF2,995,physical
CWC27,PRPF8,995,physical
IGFBP3,IGF2,995,physical
SGCB,SGCD,995,physical
MTMR6,MTMR9,995,physical
RFC1,PCNA,995,physical
TP53BP1,MDC1,995,physical
SMARCA2,PBRM1,995,physical
FGF9,FGFR1,995,physical
FGF9,FGFR3,995,physical
ALK,MDK,995,physical
RPS9,RPS21,995,physical
RPS9,RPS15A,995,physical
LAMB3,LAMA3,995,physical
ERCC2,GTF2E2,995,physical
XRCC5,DCLRE1C,995,physical
SUMO1,PIAS2,995,physical
SUMO1,DAXX,995,physical
GPS1,COPS7B,995,physical
CRLF1,CLCF1,995,physical
WIPF1,NCK1,995,physical
GRB2,WASL,995,physical
TRAF3,BIRC2,995,physical
IGF1,IGFBP2,995,physical
CUL5,NEDD8,995,physical
NME2,NME1-NME2,995,physical
NME1-NME2,NME2,995,physical
BCL2L11,BAK1,995,physical
CENPN,CENPH,995,physical
CENPN,CENPL,995,physical
RPL24,RPL10A,995,physical
RPL24,RPS28,995,physical
RPL24,RPS21,995,physical
ORMDL3,SPTSSA,995,physical
CCL8,CCR1,995,physical
CCL8,CCR2,995,physical
CCL8,CCR5,995,physical
BRD7,ACTL6A,995,physical
CDC23,ANAPC16,995,physical
CDC23,ANAPC7,995,physical
SIN3A,MECP2,995,physical
VDAC1,BCL2,995,physical
SEC31A,SEC23A,995,physical
CRCP,POLR3A,995,physical
HLA-DRA,HLA-DMA,995,physical
HLA-DRA,HLA-DRB5,995,physical
LAT,GRAP2,995,physical
CXCL1,CXCR1,995,physical
CXCL1,CXCR2,995,physical
TNRC6A,DDX6,995,physical
NFATC2,JUN,995,physical
RPS29,RPL8,995,physical
RPS29,RPS6,995,physical
RPS29,RPS28,995,physical
RPS29,RPSA,995,physical
RPS29,RPL19,995,physical
RPS29,RPS2,995,physical
RPS29,RPS26,995,physical
RPS29,RPS12,995,physical
RPS29,RPS7,995,physical
RPS29,RPS18,995,physical
RPS29,RPS5,995,physical
RPS29,RPS21,995,physical
RPS29,FAU,995,physical
RPS29,RPS25,995,physical
RPS29,RPS19,995,physical
RPS29,RPS3A,995,physical
RPS29,RPS24,995,physical
HLA-A,KIR3DL2,995,physical
RPS8,RPS27A,995,physical
CENPK,CENPL,995,physical
HRH1,GNAQ,995,physical
NCF4,NOXA1,995,physical
NOXO1,NCF2,995,physical
TCTN1,TCTN2,995,physical
TCTN1,B9D1,995,physical
ITGB2,JAM3,995,physical
BCL2,VDAC1,995,physical
BCL2,NLRP1,995,physical
BCL2,PMAIP1,995,physical
UBE2D2,BIRC3,995,physical
SPTLC3,SPTLC1,995,physical
ROCK1,RND3,995,physical
KDM1A,HMG20B,995,physical
SNU13,PRPF4,995,physical
SUN1,SUN2,995,physical
POMC,MC4R,995,physical
RELA,NFKBIB,995,physical
SOS1,SHC1,995,physical
GATAD2A,MBD2,995,physical
MRPS12,MRPS7,995,physical
NRXN1,NLGN2,995,physical
NRXN1,NLGN3,995,physical
NCOA1,EP300,995,physical
NLRC4,AIM2,995,physical
NLRC4,NAIP,995,physical
MDK,ALK,995,physical
SUN2,SUN1,995,physical
SUN2,SYNE3,995,physical
INTS1,INTS2,995,physical
POLR2F,POLR2J,995,physical
POLR2F,ZNRD1,995,physical
MTA3,HDAC1,995,physical
RPS14,RPS25,995,physical
RPS14,RPS7,995,physical
RPS14,RPS19,995,physical
BUD31,CWC22,995,physical
BUD31,EFTUD2,995,physical
BUD31,XAB2,995,physical
TTC30B,IFT27,995,physical
IL1R1,IL1R2,995,physical
PSMD14,PSMC4,995,physical
PSMD14,PSMD2,995,physical
PBRM1,SMARCA2,995,physical
RPL31,RPS28,995,physical
RPL31,RPS21,995,physical
SETD2,POLR2A,995,physical
COPS7B,GPS1,995,physical
CWC22,RNF113A,995,physical
CWC22,BUD31,995,physical
IL18R1,IL37,995,physical
IMMT,APOO,995,physical
CREB1,TAF4,995,physical
CSTF2,CPSF2,995,physical
AP1M1,AP1S1,995,physical
RPSA,RPS10,995,physical
RPSA,RPS29,995,physical
RPSA,FAU,995,physical
ATP5PF,ATP5PB,995,physical
PSMC2,PSMD8,995,physical
BCAR1,CRKL,995,physical
IGF2,IGFBP3,995,physical
IGF2,IGFBP2,995,physical
EFTUD2,LSM8,995,physical
EFTUD2,SF3B4,995,physical
EFTUD2,SNRPD2,995,physical
EFTUD2,SF3B1,995,physical
EFTUD2,SNRPA1,995,physical
EFTUD2,BUD31,995,physical
EFTUD2,SART1,995,physical
SMARCD2,SMARCC2,995,physical
NDUFS1,NDUFB4,995,physical
NDUFS1,NDUFA3,995,physical
PIK3R5,PIK3CB,995,physical
PIK3R5,PIK3CD,995,physical
RPS18,RPS27,995,physical
RPS18,RPS29,995,physical
RPS18,FAU,995,physical
RPS18,RPS10,995,physical
RPS18,RPS27A,995,physical
RPS18,RPS24,995,physical
RPS18,RPS21,995,physical
RPS18,RPS28,995,physical
FGFR1,PLCG1,995,physical
FGFR1,FGF9,995,physical
FGFR1,FGF4,995,physical
SNRPG,GEMIN2,995,physical
SNRPG,AQR,995,physical
SNRPG,CRNKL1,995,physical
IFT27,TTC30B,995,physical
IFT27,TRAF3IP1,995,physical
IFT27,IFT57,995,physical
ANAPC7,CDC23,995,physical
MECP2,SIN3A,995,physical
KANSL3,PHF20,995,physical
PSMD13,PSMD2,995,physical
TENT4B,ZCCHC7,995,physical
COG6,COG8,995,physical
ACTL6A,DMAP1,995,physical
ACTL6A,BRD7,995,physical
E2F5,TFDP1,995,physical
CALCOCO2,RB1CC1,995,physical
CALCOCO2,MAP1LC3C,995,physical
KLC2,KIF5A,995,physical
CNOT10,CNOT6,995,physical
NCOA2,RXRA,995,physical
SNRPE,CRNKL1,995,physical
SNRPE,LSM7,995,physical
SNRPE,SF3B1,995,physical
SNRPE,AQR,995,physical
SNRPE,SNRNP200,995,physical
SNRPE,SF3A2,995,physical
CBLL1,RBM15B,995,physical
SHC1,PTPN11,995,physical
SHC1,SOS2,995,physical
SHC1,SOS1,995,physical
BMPR1B,BMP2,995,physical
COPG2,COPB2,995,physical
SMG1,UPF2,995,physical
RPL6,RPL10A,995,physical
RPL6,RPS21,995,physical
RPL6,RPS28,995,physical
LTA,TNFRSF1B,995,physical
AP4M1,AP4S1,995,physical
ARRB2,MAP2K4,995,physical
IFT74,HSPB11,995,physical
CDC45,GINS2,995,physical
CDC45,MCM2,995,physical
CDC45,WDHD1,995,physical
PBX1,MEIS1,995,physical
SUMO2,RANBP2,995,physical
TAF1,TAF13,995,physical
KIF5A,KLC2,995,physical
GDNF,GFRA2,995,physical
ARRB1,AP2B1,995,physical
RPP21,RPP14,995,physical
FGFR2,FGF7,995,physical
MAP2K4,ARRB2,995,physical
LSM5,SNRPF,995,physical
FCGRT,B2M,995,physical
GABARAPL1,OPTN,995,physical
ISY1,PRPF8,995,physical
PDCD6IP,SDCBP,995,physical
SNRPB,SF3A2,995,physical
SNRPB,WBP4,995,physical
SNRPB,SNRPB2,995,physical
SNRPB,PRPF6,995,physical
SNRPB,LSM2,995,physical
RPP14,RPP21,995,physical
HJURP,CENPA,995,physical
INTS2,INTS6,995,physical
INTS2,INTS1,995,physical
RPS24,RPS4X,995,physical
RPS24,RPS17,995,physical
RPS24,RPS29,995,physical
RPS24,FAU,995,physical
RPS24,RPS18,995,physical
RPS24,RPS21,995,physical
RPS24,RPS28,995,physical
RPS24,RPS27A,995,physical
KCNIP1,KCND2,995,physical
KANSL2,MCRS1,995,physical
POLR2H,POLR1B,995,physical
POLR2H,POLR2G,995,physical
RPL32,RPS26,995,physical
RPL32,RPL36,995,physical
RPL32,RPS23,995,physical
NDUFA5,NDUFB4,995,physical
NDUFA5,NDUFA3,995,physical
NCK1,WIPF1,995,physical
NCK1,WASL,995,physical
ATP6V1F,ATP6V1B1,995,physical
SUPT20H,ATXN7,995,physical
SUPT20H,TAF6L,995,physical
MRPS22,MRPS25,995,physical
MRPS22,MRPS2,995,physical
CIAO1,CIAO2A,995,physical
NDUFA3,MT-ND5,995,physical
NDUFA3,MT-ND2,995,physical
NDUFA3,MT-ND4,995,physical
NDUFA3,NDUFS5,995,physical
NDUFA3,NDUFB8,995,physical
NDUFA3,NDUFB4,995,physical
NDUFA3,NDUFA5,995,physical
NDUFA3,NDUFS4,995,physical
NDUFA3,NDUFS1,995,physical
NDUFA3,NDUFB7,995,physical
NDUFA3,NDUFB9,995,physical
NDUFA3,NDUFB10,995,physical
NDUFA3,NDUFA12,995,physical
EIF1,EIF3C,995,physical
RXRA,NCOA2,995,physical
PIGP,DPM2,995,physical
POLE4,POLE2,995,physical
TFAM,TFB2M,995,physical
MRPS14,MRPS16,995,physical
MRPS14,MRPS2,995,physical
ALYREF,THOC1,995,physical
FNIP1,FNIP2,995,physical
NDUFA13,NDUFA10,995,physical
NDUFA13,NDUFAF1,995,physical
LAMTOR3,MAP2K1,995,physical
PLRG1,SNRPD2,995,physical
PLRG1,SNRPA1,995,physical
PLRG1,AQR,995,physical
PLRG1,SNRPF,995,physical
EIF4E,EIF4EBP2,995,physical
COX7C,COX4I1,995,physical
COX7C,COX7B,995,physical
BORCS8,BORCS5,995,physical
BORCS8,BLOC1S1,995,physical
ANAPC4,ANAPC11,995,physical
RACK1,RPS20,995,physical
RACK1,RPS16,995,physical
CXCL2,CXCR2,995,physical
CEP192,PLK4,995,physical
PIK3R1,PIK3R3,995,physical
RPL30,RPS21,995,physical
RPL30,RPL10A,995,physical
SDCBP,PDCD6IP,995,physical
GFRA2,GDNF,995,physical
NAIP,NLRC4,995,physical
VDAC3,VDAC2,995,physical
RPS20,FAU,995,physical
RPS20,RPS17,995,physical
RPS20,RPS21,995,physical
RPS20,RACK1,995,physical
EIF3H,EIF3I,995,physical
ATP6V1C1,ATP6V1A,995,physical
ATP6V1C1,ATP6V1E1,995,physical
HDAC2,YY1,995,physical
HDAC2,SUDS3,995,physical
CNOT8,CNOT2,995,physical
EIF3F,EIF3I,995,physical
FAU,RPS7,995,physical
FAU,RPS15,995,physical
FAU,RPS2,995,physical
FAU,RPSA,995,physical
FAU,RPS28,995,physical
FAU,RPS18,995,physical
FAU,RPS24,995,physical
FAU,RPS19,995,physical
FAU,RPS20,995,physical
FAU,RPS15A,995,physical
FAU,RPS4X,995,physical
FAU,RPS11,995,physical
FAU,RPS29,995,physical
FAU,RPS27,995,physical
TRAF6,TAB3,995,physical
MAML2,NOTCH1,995,physical
ATP6V0B,ATP6V0D1,995,physical
ATP6V0B,ATP6V1D,995,physical
RPS25,RPS14,995,physical
RPS25,RPS4X,995,physical
RPS25,RPS21,995,physical
RPS25,RPS10,995,physical
RPS25,RPS27A,995,physical
RPS25,RPS27,995,physical
RPS25,RPS29,995,physical
PAFAH1B2,PAFAH1B3,995,physical
RPS13,RPS17,995,physical
RPS13,RPS10,995,physical
RPS13,RPS27A,995,physical
EIF3M,EIF3C,995,physical
CCS,SOD1,995,physical
HSPA8,BAG3,995,physical
ANAPC15,CDC16,995,physical
ANAPC15,CDC26,995,physical
HIF1A,ELOB,995,physical
PIAS1,STAT1,995,physical
HAUS5,HAUS8,995,physical
HAUS5,HAUS6,995,physical
MED24,MED14,995,physical
MED24,MED23,995,physical
NDUFC1,NDUFAB1,995,physical
PRKAB1,PRKAA1,995,physical
UBC,RPS27A,995,physical
CCR3,CCL3,995,physical
HPR,APOL1,995,physical
SMAD5,SMAD9,995,physical
IL22,IL22RA2,995,physical
ACVR1B,ACVR2A,995,physical
ZCCHC7,TENT4B,995,physical
ZCCHC7,MTREX,995,physical
SUDS3,HDAC2,995,physical
POLR1B,POLR2H,995,physical
POLR1B,RRN3,995,physical
PAFAH1B3,PAFAH1B2,995,physical
RPL18,RPS28,995,physical
RPL18,RPS21,995,physical
FRS2,PTPN11,995,physical
FRS2,CRK,995,physical
LIN7A,CASK,995,physical
BLOC1S1,BORCS8,995,physical
SMARCC2,SMARCD2,995,physical
SNW1,AQR,995,physical
SNW1,SNRPD2,995,physical
SRP54,SRPRA,995,physical
LDLR,PCSK9,995,physical
RBM15B,CBLL1,995,physical
OBSCN,TTN,995,physical
DET1,DDA1,995,physical
BLOC1S6,DTNBP1,995,physical
NPW,NPBWR1,995,physical
PECAM1,CTNNB1,995,physical
COX4I1,COX7C,995,physical
NDUFAB1,NDUFC1,995,physical
TRPV1,CALM1,995,physical
PRPF8,YJU2,995,physical
PRPF8,CWC27,995,physical
PRPF8,ISY1,995,physical
PRPF8,SF3B1,995,physical
NLRP1,BCL2,995,physical
POLR2A,SETD2,995,physical
MRPS21,MRPS2,995,physical
MRPS21,MRPS18C,995,physical
MSL1,MSL2,995,physical
NCOA4,AR,995,physical
IKBKE,IKBKG,995,physical
RPL36,RPS28,995,physical
RPL36,RPL32,995,physical
RPL36,RPL7A,995,physical
CD3EAP,POLR1D,995,physical
APOC1,APOC2,995,physical
PIAS2,SUMO1,995,physical
RPS15,RPS5,995,physical
RPS15,RPS26,995,physical
RPS15,FAU,995,physical
ASNA1,CAMLG,995,physical
APOC2,APOC1,995,physical
TTN,OBSCN,995,physical
CFD,C3,995,physical
SPTBN4,ANK3,995,physical
LSM4,PRPF3,995,physical
LSM4,PRPF4,995,physical
LSM4,PRPF31,995,physical
LSM4,SNRPD2,995,physical
UPF1,UPF3B,995,physical
RPS19,RPS14,995,physical
RPS19,RPS29,995,physical
RPS19,FAU,995,physical
HAMP,SLC40A1,995,physical
TEAD2,YAP1,995,physical
POLD1,POLD4,995,physical
RPS28,RPS18,995,physical
RPS28,RPL6,995,physical
RPS28,RPL18,995,physical
RPS28,RPL38,995,physical
RPS28,RPS7,995,physical
RPS28,RPL24,995,physical
RPS28,RPS17,995,physical
RPS28,RPS24,995,physical
RPS28,RPL31,995,physical
RPS28,RPS29,995,physical
RPS28,FAU,995,physical
RPS28,RPL36,995,physical
KXD1,BORCS5,995,physical
RPS5,RPS29,995,physical
RPS5,RPS15,995,physical
RUVBL2,KAT5,995,physical
COMMD3-BMI1,RING1,995,physical
CCL5,CCR2,995,physical
CCL5,CXCR3,995,physical
CWC15,AQR,995,physical
CWC15,SNRPA1,995,physical
GRIN2B,GRIN3B,995,physical
BIRC2,TNFRSF1A,995,physical
BIRC2,TRAF3,995,physical
ANAPC16,CDC23,995,physical
HIST1H4G,H3-3B,995,physical
CCL3,CCR1,995,physical
CCL3,CCR3,995,physical
ELOC,SOCS2,995,physical
ELOC,NEDD8,995,physical
AKAP1,PRKACB,995,physical
AKAP1,PRKACA,995,physical
AKAP1,PRKACG,995,physical
POLR2E,ZNRD1,995,physical
POLR2E,POLR3B,995,physical
DDX6,TNRC6A,995,physical
YAP1,TEAD2,995,physical
YAP1,SMAD7,995,physical
CLTC,CLTB,995,physical
SEPTIN2,SEPTIN6,995,physical
SRRT,NCBP1,995,physical
VPS29,VPS26C,995,physical
PSMC3,PSMD11,995,physical
PSMC3,PSMD3,995,physical
PSMC3,PSMD7,995,physical
TADA2A,KAT2B,995,physical
TADA2A,KAT2A,995,physical
SOCS2,ELOC,995,physical
TNFAIP3,TNIP1,995,physical
IFNL3,IFNL2,995,physical
RPS10,RPS26,995,physical
RPS10,RPS2,995,physical
RPS10,RPSA,995,physical
RPS10,RPS6,995,physical
RPS10,RPS18,995,physical
RPS10,RPS25,995,physical
RPS10,RPS13,995,physical
MED29,MED18,995,physical
CNOT6,CNOT10,995,physical
MED6,MED4,995,physical
MED6,MED31,995,physical
CCL4,CCR1,995,physical
CCL4,CCR2,995,physical
MED22,MED31,995,physical
MED22,MED28,995,physical
MED22,MED27,995,physical
AP2B1,ARRB1,995,physical
PSMB3,PSMB8,995,physical
IKBKG,IKBKE,995,physical
NDUFB1,NDUFB6,995,physical
GJA5,GJA1,995,physical
PSMC6,PSMD7,995,physical
WASHC2C,WASHC3,995,physical
UBAP1,VPS37A,995,physical
RYR3,RYR2,995,physical
PTPN11,FRS2,995,physical
PTPN11,SHC1,995,physical
ARID1B,SMARCC1,995,physical
ARID1B,SMARCE1,995,physical
ING5,KAT7,995,physical
ING5,KAT6A,995,physical
HNRNPU,YBX1,995,physical
PTP4A2,CNNM3,995,physical
KNG1,C1QBP,995,physical
ACTB,SMARCA4,995,physical
CASK,LIN7A,995,physical
RPS7,RPS28,995,physical
RPS7,RPS21,995,physical
RPS7,RPS14,995,physical
RPS7,FAU,995,physical
RPS7,RPS29,995,physical
RPS7,RPS17,995,physical
CTNNB1,SKP1,995,physical
CTNNB1,PECAM1,995,physical
POLR1C,POLR3G,995,physical
SOCS1,JAK1,995,physical
ATXN3,VCP,995,physical
LZTR1,CUL3,995,physical
EIF2B5,EIF2S3,995,physical
COX7B,COX7C,995,physical
DHH,HHIP,995,physical
NDUFV1,NDUFB5,995,physical
