Protein1,Protein2,Score,Experimental System Type
GTF2A1,TAF6,986,physical
TLN2,ZYX,986,physical
PRPF8,LSM3,986,physical
PRPF8,USP39,986,physical
RASSF5,HRAS,986,physical
YES1,FYN,986,physical
CD3EAP,POLR2H,986,physical
APOC1,APOB,986,physical
TJP3,TJP1,986,physical
AP1M2,AP1S2,986,physical
COX6B1,MT-CO1,986,physical
SEC11C,SPCS1,986,physical
LSM4,SNRPB2,986,physical
LSM4,TXNL4A,986,physical
SUPT5H,POLR2E,986,physical
FPR1,ANXA1,986,physical
FKBP8,RPTOR,986,physical
VAV1,CD19,986,physical
MAGEA3,TRIM28,986,physical
DYNC2LI1,WDR34,986,physical
DYNC2LI1,DYNLL1,986,physical
CWC15,SNRPB2,986,physical
CWC25,CWC22,986,physical
POLR2E,POLR3D,986,physical
POLR2E,SUPT5H,986,physical
MYC,BRCA1,986,physical
UHRF1,EHMT2,986,physical
UHRF1,H3C8,986,physical
SEPTIN2,SEPTIN9,986,physical
CCL18,PITPNM3,986,physical
TUBGCP5,TUBG1,986,physical
CCL3L3,CCR3,986,physical
BCL2L13,GABARAP,986,physical
MCM3,GINS4,986,physical
CCL23,CCR1,986,physical
MED29,MED7,986,physical
MAPK8IP3,MAP2K7,986,physical
CD24,SELP,986,physical
PCGF2,PHC2,986,physical
PCGF2,PCGF1,986,physical
PLCG2,LCP2,986,physical
ACACA,BRCA1,986,physical
PSMB3,PSMD14,986,physical
IKBKG,TANK,986,physical
NDUFB1,NDUFS2,986,physical
NDUFB1,NDUFS7,986,physical
CD48,CD2,986,physical
MICAL1,NEDD9,986,physical
ATP6AP2,ATP6V0C,986,physical
EFNB2,RGS3,986,physical
SNRPN,SNRPC,986,physical
CHD8,CTNNB1,986,physical
CTNNB1,CHD8,986,physical
CTNNB1,TBX5,986,physical
CTNNB1,BCL9L,986,physical
SPG7,PPIF,986,physical
SPG7,VDAC1,986,physical
POLR1C,CRCP,986,physical
AVPR2,AVP,986,physical
CTLA4,PDCD1LG2,986,physical
COX7B,MT-CO1,986,physical
EIF4A3,UPF3A,986,physical
CDC42,PRKCZ,986,physical
CDC42,TRIP10,986,physical
SELL,SELE,986,physical
FAS,TNF,986,physical
EIF3L,EIF3J,986,physical
PDIA4,HSP90B1,986,physical
JAK1,IL7R,986,physical
CAMK2A,CALML3,986,physical
CAMK2A,CALML5,986,physical
AP1S2,AP1M2,986,physical
LCP2,BLNK,985,physical
DCN,TLR4,985,physical
MRPS10,MRPS33,985,physical
MRPS10,MRPS21,985,physical
MRPS10,MRPS22,985,physical
RFC2,ATAD5,985,physical
MRPS35,MRPS33,985,physical
AQR,ISY1,985,physical
MRPS34,MRPS5,985,physical
RBM22,DHX8,985,physical
AAAS,SEH1L,985,physical
VCL,CDH1,985,physical
SIRT1,CDC14A,985,physical
TGFBR3,TGFB2,985,physical
SF3A1,CWC22,985,physical
SF3A1,RNF113A,985,physical
SF3A1,BUD13,985,physical
SF3A1,SNU13,985,physical
SF3A1,LSM5,985,physical
SF3A1,RBMX2,985,physical
SF3A1,LSM8,985,physical
SF3A1,CWC27,985,physical
SNRPD3,PPIL1,985,physical
SNRPD3,PHF5A,985,physical
SNRPD3,SF3B4,985,physical
SNRPD3,CWC27,985,physical
CBX7,SUZ12,985,physical
CBX7,COMMD3-BMI1,985,physical
PHF5A,LSM8,985,physical
PHF5A,CWC27,985,physical
PHF5A,SNRPE,985,physical
PHF5A,ZMAT2,985,physical
PHF5A,LSM6,985,physical
PHF5A,SNU13,985,physical
PHF5A,LSM7,985,physical
PHF5A,EFTUD2,985,physical
PHF5A,SNRPD3,985,physical
PHF5A,PRPF3,985,physical
PHF5A,LSM4,985,physical
PHF5A,RNF113A,985,physical
PHF5A,BUD13,985,physical
PHF5A,SNRPD1,985,physical
PHF5A,LSM2,985,physical
PHF5A,SNRPF,985,physical
PHF5A,PRPF4,985,physical
PHF5A,LSM5,985,physical
PHF5A,CWC22,985,physical
PHF5A,PRPF8,985,physical
PAPOLA,ZCCHC7,985,physical
SNAPC1,SNAPC2,985,physical
PSMA3,PSMD2,985,physical
MYBL2,LIN37,985,physical
STUB1,HSPB8,985,physical
PAF1,SUPT4H1,985,physical
LIN7B,CASK,985,physical
SF3A2,LSM2,985,physical
SF3A2,LSM5,985,physical
SF3A2,RBMX2,985,physical
SF3A2,LSM7,985,physical
SF3A2,CWC27,985,physical
SF3A2,LSM8,985,physical
SF3A2,ZMAT2,985,physical
SF3A2,CWC22,985,physical
SF3A2,SNU13,985,physical
SF3A2,LSM6,985,physical
SNAPC2,SNAPC1,985,physical
POLR2I,GTF2F1,985,physical
TGFB1,LTBP3,985,physical
BLNK,SH3KBP1,985,physical
BLNK,LCP2,985,physical
DHX33,MAVS,985,physical
RPL19,RPS9,985,physical
SUPT4H1,CDC73,985,physical
SUPT4H1,RTF1,985,physical
SUPT4H1,CTR9,985,physical
SUPT4H1,PAF1,985,physical
P2RX1,P2RX7,985,physical
MED31,MED23,985,physical
MED31,MED20,985,physical
MED31,MED24,985,physical
MED31,MED1,985,physical
DDX5,DGCR8,985,physical
EFNB3,EPHB3,985,physical
UNC93B1,TLR7,985,physical
KRR1,RPS6,985,physical
FANCE,CENPX,985,physical
TBP,GTF2H2,985,physical
LAMA4,LAMB3,985,physical
MTREX,MPHOSPH6,985,physical
CRBN,CSNK1A1,985,physical
INO80B,INO80C,985,physical
PCGF1,BCORL1,985,physical
PRTN3,ELANE,985,physical
ATP6V1B1,ATP6V0D2,985,physical
BCL9,PYGO2,985,physical
SYF2,CWC22,985,physical
SYF2,SNRPD1,985,physical
SYF2,SNRPD2,985,physical
MED28,MED7,985,physical
TARDBP,HNRNPA2B1,985,physical
INHBA,INHBB,985,physical
MPHOSPH10,TBL3,985,physical
MPHOSPH10,NOL6,985,physical
MRPS7,MRPS22,985,physical
MRPS7,MRPS21,985,physical
SNRPB2,BCAS2,985,physical
SNRPB2,DHX8,985,physical
CCR7,CCL25,985,physical
PYCARD,CARD8,985,physical
TRAF2,TRAF6,985,physical
TRAF2,MAVS,985,physical
GNG13,GNB1,985,physical
HSPB1,CYCS,985,physical
LSM8,SF3A1,985,physical
LSM8,SF3B1,985,physical
LSM8,SNU13,985,physical
LSM8,SF3B2,985,physical
LSM8,PHF5A,985,physical
LSM8,SF3B5,985,physical
LSM8,SF3B3,985,physical
LSM8,SF3A2,985,physical
LSM8,SNIP1,985,physical
SMO,ARRB2,985,physical
FXR2,FMR1,985,physical
LSM7,SF3A2,985,physical
LSM7,SNIP1,985,physical
LSM7,SF3B5,985,physical
LSM7,SNRPG,985,physical
LSM7,SF3B3,985,physical
LSM7,PHF5A,985,physical
LSM7,SF3B1,985,physical
LSM7,SF3B4,985,physical
LSM7,SF3B2,985,physical
LSM7,SF3A3,985,physical
NDUFA10,NDUFB1,985,physical
TAF4,TAF9B,985,physical
FUS,DROSHA,985,physical
SNRPA1,SNU13,985,physical
SNRPA1,RNF113A,985,physical
SNRPA1,DHX8,985,physical
SNRPA1,LSM5,985,physical
SNRPA1,RBMX2,985,physical
LGALS3,CLEC7A,985,physical
LGALS3,TRIM16,985,physical
PTCD3,MRPS27,985,physical
PTCD3,MRPS15,985,physical
PER2,CSNK1E,985,physical
UTP3,RPS6,985,physical
H3-3B,PBRM1,985,physical
BRD8,RUVBL2,985,physical
SNAP25,STX4,985,physical
AP3B1,AP3M1,985,physical
CAMK1,CALM1,985,physical
HRK,BCL2,985,physical
CDK4,HSP90AA1,985,physical
CCT7,CCT6B,985,physical
MPHOSPH6,MTREX,985,physical
EIF4E2,EIF4G3,985,physical
EIF4E2,RBM4,985,physical
MED4,MED24,985,physical
MED4,MED19,985,physical
MED4,MED15,985,physical
MED4,MED27,985,physical
TTC5,EP300,985,physical
NDUFB5,NDUFAF1,985,physical
MRPS18B,MRPS12,985,physical
BUD13,ZMAT2,985,physical
BUD13,SNRPE,985,physical
BUD13,PHF5A,985,physical
BUD13,EFTUD2,985,physical
BUD13,SNRPD2,985,physical
BUD13,SF3A1,985,physical
BUD13,SF3B4,985,physical
BUD13,SF3A3,985,physical
BUD13,SF3B5,985,physical
BUD13,SNRPG,985,physical
BUD13,SNRPB,985,physical
BUD13,SF3B3,985,physical
BUD13,SNRPD1,985,physical
BUD13,SNRPF,985,physical
NDUFAF1,NDUFB5,985,physical
TOPBP1,CDC45,985,physical
B9D1,TMEM67,985,physical
B9D1,MKS1,985,physical
AP5M1,AP5B1,985,physical
USP14,TRIM14,985,physical
USP14,PSMD6,985,physical
UTP20,NOL6,985,physical
CDH1,VCL,985,physical
CSNK1A1,CRBN,985,physical
PDGFRB,GRB2,985,physical
ANAPC5,BUB1B,985,physical
MCM4,GINS3,985,physical
YY1,PPARGC1A,985,physical
RCOR1,ZNF217,985,physical
RCOR1,MECP2,985,physical
CHTF18,RFC3,985,physical
TELO2,MLST8,985,physical
CREBBP,FOXO3,985,physical
DHX8,SNRPB2,985,physical
DHX8,SNRPA1,985,physical
DHX8,SNRPF,985,physical
DHX8,SNRPG,985,physical
DHX8,RBM22,985,physical
DHX8,SRRM2,985,physical
DHX8,CWC22,985,physical
DHX8,SNRPE,985,physical
RPL8,RPL4,985,physical
VAMP7,AGFG1,985,physical
MED15,MED4,985,physical
DGCR8,DDX5,985,physical
EP300,TTC5,985,physical
MED26,MED24,985,physical
MED26,MED20,985,physical
SNRNP40,SNRPG,985,physical
SNRNP40,CWC15,985,physical
SNRNP40,PPIL1,985,physical
SNRNP40,PLRG1,985,physical
KAT2B,NCOA1,985,physical
TAF12,TAF3,985,physical
UBE2S,ANAPC4,985,physical
UBE2S,ANAPC11,985,physical
PPARGC1A,YY1,985,physical
MSH3,MLH3,985,physical
LEF1,SMAD4,985,physical
MED20,MED16,985,physical
MED20,MED31,985,physical
MED20,MED23,985,physical
MED20,MED24,985,physical
MED20,MED26,985,physical
MED20,MED7,985,physical
PRKAR2A,PRKACB,985,physical
KAT6A,HIST3H3,985,physical
PRPF6,SF3B5,985,physical
PRPF6,ZMAT2,985,physical
SNRPF,PHF5A,985,physical
SNRPF,CWC22,985,physical
SNRPF,BUD13,985,physical
SNRPF,RNF113A,985,physical
SNRPF,ZMAT2,985,physical
SNRPF,DHX8,985,physical
SNRPF,CWC27,985,physical
SNRPF,RBMX2,985,physical
TARBP2,AGO1,985,physical
PXN,ZYX,985,physical
PXN,TLN2,985,physical
FGF7,FGFR1,985,physical
MED9,MED16,985,physical
MED9,MED24,985,physical
TXNL4A,LSM3,985,physical
TXNL4A,USP39,985,physical
PSMA5,PSMD2,985,physical
SF3B4,PRPF4,985,physical
SF3B4,LSM5,985,physical
SF3B4,SNRPD1,985,physical
SF3B4,LSM2,985,physical
SF3B4,SNRPD3,985,physical
SF3B4,PRPF3,985,physical
SF3B4,LSM7,985,physical
SF3B4,ZMAT2,985,physical
SF3B4,CWC27,985,physical
SF3B4,PRPF31,985,physical
SF3B4,CWC22,985,physical
SF3B4,BUD13,985,physical
SF3B4,SNIP1,985,physical
SF3B4,RNF113A,985,physical
SF3B4,LSM4,985,physical
SF3B4,LSM6,985,physical
RPS27A,ADRM1,985,physical
RPS27A,UCHL1,985,physical
MRPS5,MRPS21,985,physical
MRPS5,MRPS34,985,physical
ATP6V1A,ATP6V0A4,985,physical
RNF7,CUL4A,985,physical
RNF7,CBFB,985,physical
ISY1,AQR,985,physical
ISY1,CWC25,985,physical
RASA1,G3BP1,985,physical
GTF2H2,GTF2A1,985,physical
GTF2H2,GTF2H2C_2,985,physical
GTF2H2,TBP,985,physical
IL9,JAK3,985,physical
ZMAT2,SF3B3,985,physical
ZMAT2,SNRPD1,985,physical
ZMAT2,PRPF6,985,physical
ZMAT2,SNRPF,985,physical
ZMAT2,LSM5,985,physical
ZMAT2,SF3B5,985,physical
ZMAT2,SNRPG,985,physical
ZMAT2,SNIP1,985,physical
ZMAT2,RBMX2,985,physical
ZMAT2,BUD13,985,physical
ZMAT2,SF3A2,985,physical
ZMAT2,SF3A3,985,physical
ZMAT2,SNU13,985,physical
ZMAT2,SF3B4,985,physical
ZMAT2,SF3B2,985,physical
ZMAT2,SF3B1,985,physical
ZMAT2,SNRPD2,985,physical
ZMAT2,PRPF31,985,physical
ZMAT2,PHF5A,985,physical
ZMAT2,SNRPE,985,physical
DLC1,TNS2,985,physical
MRPS28,MRPS21,985,physical
CEP164,SCLT1,985,physical
SEC24D,SEC24A,985,physical
SCLT1,CEP164,985,physical
MCHR2,PMCH,985,physical
HSPB8,STUB1,985,physical
MED21,MED27,985,physical
SMARCA5,CECR2,985,physical
TRAPPC8,TRAPPC3,985,physical
GTF2E1,GTF2F2,985,physical
UCHL1,UBC,985,physical
UCHL1,RPS27A,985,physical
APP,APBA2,985,physical
ATP6V0D2,ATP6V1B1,985,physical
ERCC3,GTF2A1,985,physical
MED7,MED16,985,physical
MED7,MED20,985,physical
MED7,MED23,985,physical
MED7,MED27,985,physical
MED7,MED30,985,physical
MED7,MED24,985,physical
MED7,MED25,985,physical
MED7,MED28,985,physical
MED7,MED1,985,physical
BUB1B,ANAPC5,985,physical
BUB1B,CDC23,985,physical
FANCD2,FANCG,985,physical
MRPL17,MRPL22,985,physical
FANCC,CENPX,985,physical
ACTR1B,DCTN4,985,physical
PSMB4,PSMD4,985,physical
MED8,MED24,985,physical
MED8,MED23,985,physical
CHCHD6,MICOS10,985,physical
ATP6V0D1,ATP6V1C1,985,physical
CALM1,UNC13A,985,physical
CALM1,SCN2A,985,physical
CALM1,CAMK1,985,physical
MED27,MED21,985,physical
MED27,MED23,985,physical
MED27,MED7,985,physical
MED27,MED4,985,physical
CCR2,DEFB103B,985,physical
SYCE2,SYCE1,985,physical
MED11,MED23,985,physical
MED11,MED24,985,physical
SLX4,EME1,985,physical
TAF6L,TAF9B,985,physical
INHBB,INHBA,985,physical
IGFBP7,INS,985,physical
CLEC3B,PLG,985,physical
SNIP1,CWC27,985,physical
SNIP1,LSM8,985,physical
SNIP1,SNRPE,985,physical
SNIP1,ZMAT2,985,physical
SNIP1,LSM6,985,physical
SNIP1,SF3B4,985,physical
SNIP1,LSM7,985,physical
SNIP1,LSM4,985,physical
SNIP1,LSM2,985,physical
SNIP1,SNRPG,985,physical
SNIP1,LSM5,985,physical
GRIA2,GRIP1,985,physical
LSM6,SF3B5,985,physical
LSM6,SNIP1,985,physical
LSM6,SF3A2,985,physical
LSM6,SF3A3,985,physical
LSM6,SF3B4,985,physical
LSM6,SF3B2,985,physical
LSM6,SF3B1,985,physical
LSM6,PHF5A,985,physical
NDUFS4,NDUFB1,985,physical
HSPA9,ITPR1,985,physical
MED30,MED7,985,physical
MED30,CDK8,985,physical
DCAF13,WDR36,985,physical
NOL6,MPHOSPH10,985,physical
NOL6,UTP20,985,physical
NOL6,NOL10,985,physical
LRR1,CUL2,985,physical
HIF1AN,HIF1A,985,physical
NDUFB8,NDUFB1,985,physical
HSP90B1,DNAJB11,985,physical
STAT6,STAT2,985,physical
SNRPD1,RBMX2,985,physical
SNRPD1,LSM5,985,physical
SNRPD1,SYF2,985,physical
SNRPD1,ZMAT2,985,physical
SNRPD1,CWC27,985,physical
SNRPD1,BUD13,985,physical
SNRPD1,RNF113A,985,physical
SNRPD1,DHX16,985,physical
SNRPD1,CWC22,985,physical
SNRPD1,PPIL1,985,physical
SNRPD1,PHF5A,985,physical
SNRPD1,SNU13,985,physical
SNRPD1,SF3B4,985,physical
MED1,MED7,985,physical
MED1,MED31,985,physical
ATP5MG,ATP5F1A,985,physical
LIN37,MYBL2,985,physical
SRRM2,SNRPG,985,physical
SRRM2,DHX8,985,physical
SRRM2,SNRPE,985,physical
LTBP3,TGFB1,985,physical
LSM3,TXNL4A,985,physical
LSM3,LSM1,985,physical
CLEC7A,LGALS3,985,physical
H2AC8,H2BC11,985,physical
TRH,TRHR,985,physical
GP9,GP5,985,physical
SYCE1,SYCE2,985,physical
ANKRD27,RAB32,985,physical
TCTN2,CC2D2A,985,physical
SF3B3,SNU13,985,physical
SF3B3,BUD13,985,physical
SF3B3,CWC22,985,physical
SF3B3,LSM8,985,physical
SF3B3,CWC27,985,physical
SF3B3,ZMAT2,985,physical
SF3B3,LSM7,985,physical
SF3B3,LSM2,985,physical
ITPR1,HSPA9,985,physical
SEC23A,SEC22B,985,physical
CXCL11,CXCR4,985,physical
APLF,XRCC4,985,physical
BPTF,RBBP4,985,physical
DDIT4,TXNIP,985,physical
VPS50,VPS53,985,physical
CYCS,HSPB1,985,physical
ATP6V0A4,ATP6V1A,985,physical
PLG,AMOT,985,physical
PLG,CLEC3B,985,physical
PSMD1,ADRM1,985,physical
PSMD2,PSMA5,985,physical
PSMD2,PSMA3,985,physical
SART1,SMU1,985,physical
LSM1,LSM3,985,physical
SNX32,SNX6,985,physical
DDX23,LSM5,985,physical
DDX23,SNRNP200,985,physical
DDX23,EFTUD2,985,physical
DDX23,LSM4,985,physical
CKS1B,CCNA2,985,physical
RPL4,RPL8,985,physical
NEFH,INA,985,physical
PPARGC1B,ESRRA,985,physical
TAF7,GTF2F1,985,physical
USP39,TXNL4A,985,physical
PABPC1,TNRC6A,985,physical
PABPC1,LARP4,985,physical
ATAD5,RFC2,985,physical
KLK3,SERPINA3,985,physical
RNF31,UBC,985,physical
PRPF3,SF3B5,985,physical
PRPF3,SF3B4,985,physical
PRPF3,PHF5A,985,physical
STAT2,STAT6,985,physical
NDUFS8,NDUFB1,985,physical
TLN1,ILK,985,physical
SUZ12,CBX7,985,physical
SUZ12,BMI1,985,physical
SNRNP200,DDX23,985,physical
SNRNP200,RBM8A,985,physical
BBS1,RAB3IP,985,physical
STX4,SNAP25,985,physical
MRPS24,MRPS27,985,physical
BID,BCL2,985,physical
SF3B2,PRPF4,985,physical
SF3B2,LSM5,985,physical
SF3B2,LSM7,985,physical
SF3B2,CWC27,985,physical
SF3B2,PRPF31,985,physical
SF3B2,LSM8,985,physical
SF3B2,ZMAT2,985,physical
SF3B2,CWC22,985,physical
SF3B2,LSM4,985,physical
SF3B2,SNU13,985,physical
SF3B2,LSM6,985,physical
TNS2,DLC1,985,physical
PKM,CTNNB1,985,physical
TIMM22,AGK,985,physical
ARID1A,BCL7C,985,physical
ARID1A,BCL7A,985,physical
MRPS33,MRPS12,985,physical
MRPS33,MRPS21,985,physical
MRPS33,MRPS22,985,physical
MRPS33,MRPS35,985,physical
MRPS33,MRPS16,985,physical
MRPS33,MRPS10,985,physical
CNOT1,NANOS1,985,physical
DEFB103B,CCR2,985,physical
SH2B1,GRB2,985,physical
MICU3,MICU2,985,physical
DIS3L,EXOSC1,985,physical
PRPF31,ZMAT2,985,physical
PRPF31,SF3B2,985,physical
PRPF31,SF3B5,985,physical
PRPF31,SF3B4,985,physical
ZYX,PXN,985,physical
PPP2R1A,PPP2R5D,985,physical
PPP2R1A,PPP2R2B,985,physical
MICOS10,CHCHD6,985,physical
MED16,MED7,985,physical
MED16,MED9,985,physical
MED16,MED20,985,physical
RNF40,UBE2A,985,physical
SEC16A,SEC24B,985,physical
SRRM1,RNPS1,985,physical
MED25,MED24,985,physical
MED25,MED19,985,physical
MED25,MED18,985,physical
MED25,MED7,985,physical
LIMS2,ILK,985,physical
LMNB2,LBR,985,physical
CCT6B,CCT7,985,physical
YAF2,RYBP,985,physical
EFNA5,EPHA5,985,physical
ATP6V0C,ATP6V0A2,985,physical
P2RX7,P2RX1,985,physical
NDUFA12,NDUFB1,985,physical
EPHB3,EFNB3,985,physical
HIST2H2AC,H3-2,985,physical
PMCH,MCHR2,985,physical
ATP6V0A2,ATP6V0C,985,physical
HIST2H3D,PBRM1,985,physical
TRDN,CASQ1,985,physical
WASF3,CYFIP1,985,physical
HSP90AA1,FKBP8,985,physical
HSP90AA1,CDK4,985,physical
SF3B1,WBP4,985,physical
SF3B1,LSM6,985,physical
SF3B1,SNU13,985,physical
SF3B1,LSM5,985,physical
SF3B1,LSM8,985,physical
SF3B1,CWC27,985,physical
SF3B1,ZMAT2,985,physical
SF3B1,LSM7,985,physical
TTC7B,FAM126A,985,physical
PCGF5,RNF2,985,physical
RBMX2,CWC27,985,physical
RBMX2,SNRPE,985,physical
RBMX2,ZMAT2,985,physical
RBMX2,SF3A3,985,physical
RBMX2,SF3A1,985,physical
RBMX2,SNRPD2,985,physical
RBMX2,EFTUD2,985,physical
RBMX2,RNF113A,985,physical
RBMX2,SNRPA1,985,physical
RBMX2,SF3A2,985,physical
RBMX2,SNRPF,985,physical
RBMX2,SNRPD1,985,physical
RBMX2,SNRPG,985,physical
RBMX2,SF3B5,985,physical
RBMX2,PRPF8,985,physical
RBMX2,CWC22,985,physical
FOXO3,CREBBP,985,physical
H3F3C,PBRM1,985,physical
LBR,LMNB2,985,physical
TAF9B,TAF4,985,physical
TAF9B,TAF6L,985,physical
TAF3,TAF12,985,physical
GTF2F2,GTF2E1,985,physical
SMARCB1,BCL7A,985,physical
TRADD,CYLD,985,physical
JARID2,PHF19,985,physical
SMAD4,LEF1,985,physical
ERBB4,GRB2,985,physical
FOXM1,CTNNB1,985,physical
SNRPD2,CWC27,985,physical
SNRPD2,SYF2,985,physical
SNRPD2,ZMAT2,985,physical
SNRPD2,RBMX2,985,physical
SNRPD2,BCAS2,985,physical
SNRPD2,RNF113A,985,physical
SNRPD2,BUD13,985,physical
SNRPD2,PPIL1,985,physical
SNRPD2,CWC22,985,physical
SNRPD2,DHX16,985,physical
POLR2K,POLR3A,985,physical
TRIM14,USP14,985,physical
SAMM50,MTX1,985,physical
E2F1,HDAC1,985,physical
RPL21,RACK1,985,physical
HNRNPA2B1,TARDBP,985,physical
EGFLAM,DAG1,985,physical
AP3M1,AP3B1,985,physical
FBXL3,CRY2,985,physical
MLH3,MSH3,985,physical
TJP1,JAM2,985,physical
RBCK1,UBC,985,physical
UBE2C,ANAPC4,985,physical
ATP5F1C,ATP5PF,985,physical
ANAPC11,UBE2S,985,physical
H3C8,ATRX,985,physical
TRRAP,TAF6,985,physical
DNAJC5,HSPA8,985,physical
RPL12,RPLP0,985,physical
MT-ND5,NDUFB1,985,physical
CXCL9,CXCR4,985,physical
CDC14A,SIRT1,985,physical
CTR9,SUPT4H1,985,physical
MT-ND3,NDUFB1,985,physical
HIST3H3,KAT6A,985,physical
AFDN,NECTIN4,985,physical
TGFB2,TGFBR3,985,physical
CDC73,SUPT4H1,985,physical
RAB32,ANKRD27,985,physical
RNF2,PCGF5,985,physical
NCF2,AKT1,985,physical
SF3B5,LSM6,985,physical
SF3B5,SNU13,985,physical
SF3B5,RNF113A,985,physical
SF3B5,LSM4,985,physical
SF3B5,BUD13,985,physical
SF3B5,CWC22,985,physical
SF3B5,LSM8,985,physical
SF3B5,CWC27,985,physical
SF3B5,PRPF31,985,physical
SF3B5,ZMAT2,985,physical
SF3B5,LSM7,985,physical
SF3B5,PRPF3,985,physical
SF3B5,RBMX2,985,physical
SF3B5,LSM2,985,physical
SF3B5,PRPF6,985,physical
SF3B5,LSM5,985,physical
SF3B5,PRPF8,985,physical
SF3B5,PRPF4,985,physical
NECTIN4,AFDN,985,physical
VANGL2,PRICKLE4,985,physical
VANGL2,PRICKLE3,985,physical
MED23,MED20,985,physical
MED23,MED7,985,physical
MED23,MED27,985,physical
MED23,MED19,985,physical
MED23,MED31,985,physical
MED23,MED11,985,physical
MED23,MED8,985,physical
CASQ1,TRDN,985,physical
LMNA,BANF1,985,physical
LAMTOR2,RRAGA,985,physical
CENPW,CENPI,985,physical
MTX1,SAMM50,985,physical
PYGO2,BCL9,985,physical
GATAD2B,CHD4,985,physical
PSMD4,PSMB4,985,physical
BCAS2,SNRPB2,985,physical
BCAS2,SNRPG,985,physical
BCAS2,SNRPD2,985,physical
PCGF6,BMI1,985,physical
INA,NEFH,985,physical
FMR1,FXR2,985,physical
PRKACB,PRKAR2A,985,physical
PSMA7,PSMC2,985,physical
EXOSC1,DIS3L,985,physical
RNF113A,SF3A3,985,physical
RNF113A,SNRPD1,985,physical
RNF113A,SNRPF,985,physical
RNF113A,SF3B4,985,physical
RNF113A,SF3A1,985,physical
RNF113A,EFTUD2,985,physical
RNF113A,SF3B5,985,physical
RNF113A,SNRPG,985,physical
RNF113A,SNRPD2,985,physical
RNF113A,PHF5A,985,physical
RNF113A,RBMX2,985,physical
RNF113A,SNRPE,985,physical
RNF113A,SNRPA1,985,physical
ZNF217,RCOR1,985,physical
HSP90AB1,SRC,985,physical
UBE2A,RNF40,985,physical
EPS15,EPS15L1,985,physical
MRPS2,MRPS18A,985,physical
AMOT,PLG,985,physical
MRPS18A,MRPS2,985,physical
POLR3A,POLR2K,985,physical
VDAC2,SLC25A6,985,physical
CENPI,CENPW,985,physical
MRPS16,MRPS21,985,physical
MRPS16,MRPS33,985,physical
RRAGC,SLC38A9,985,physical
SF3A3,BUD13,985,physical
SF3A3,RNF113A,985,physical
SF3A3,CWC22,985,physical
SF3A3,LSM6,985,physical
SF3A3,SNU13,985,physical
SF3A3,RBMX2,985,physical
SF3A3,LSM5,985,physical
SF3A3,LSM2,985,physical
SF3A3,DDX46,985,physical
SF3A3,ZMAT2,985,physical
SF3A3,CWC27,985,physical
SF3A3,LSM7,985,physical
MRPS15,PTCD3,985,physical
AGO1,TARBP2,985,physical
ATRX,H3C8,985,physical
RBBP4,BPTF,985,physical
HDAC1,E2F4,985,physical
HDAC1,E2F1,985,physical
SRC,HSP90AB1,985,physical
PPIL1,SNRPD1,985,physical
PPIL1,SNRPG,985,physical
PPIL1,SNRPD3,985,physical
PPIL1,PLRG1,985,physical
PPIL1,SNRPD2,985,physical
PPIL1,SNRPE,985,physical
PPIL1,SNRNP40,985,physical
MED18,MED25,985,physical
UBE2D1,UBC,985,physical
TLR4,DCN,985,physical
PRPF4,SF3B2,985,physical
PRPF4,SF3B4,985,physical
PRPF4,PHF5A,985,physical
PRPF4,SF3B5,985,physical
WDR46,WDR36,985,physical
NELFE,NELFA,985,physical
CUL4A,RNF7,985,physical
LSM2,SF3A2,985,physical
LSM2,SNIP1,985,physical
LSM2,PHF5A,985,physical
LSM2,SF3B5,985,physical
LSM2,SNU13,985,physical
LSM2,SF3B3,985,physical
LSM2,SF3A3,985,physical
LSM2,SF3B4,985,physical
ACBD5,VAPB,985,physical
DHX16,SNRPG,985,physical
DHX16,SNRPD1,985,physical
DHX16,SNRPD2,985,physical
BMI1,CBX1,985,physical
BMI1,PCGF6,985,physical
BMI1,SUZ12,985,physical
IL31,IL31RA,985,physical
UCHL3,UBC,985,physical
POLR3F,CRCP,985,physical
GNB1,GNG13,985,physical
FANCG,FANCD2,985,physical
E2F4,HDAC1,985,physical
WBP4,SF3B1,985,physical
SIN3B,SUDS3,985,physical
RFC3,CHTF18,985,physical
BRCA2,EMSY,985,physical
BCL7C,ARID1A,985,physical
RPS6,KRR1,985,physical
RPS6,UTP3,985,physical
RRAGA,LAMTOR2,985,physical
TLR7,UNC93B1,985,physical
CWC27,SNIP1,985,physical
CWC27,SNRPD3,985,physical
CWC27,RBMX2,985,physical
CWC27,SF3A2,985,physical
CWC27,SNRPD1,985,physical
CWC27,SF3B3,985,physical
CWC27,SNRPF,985,physical
CWC27,SF3B5,985,physical
CWC27,SNRPG,985,physical
CWC27,SNRPE,985,physical
CWC27,PHF5A,985,physical
CWC27,SF3B2,985,physical
CWC27,SF3B4,985,physical
CWC27,SF3A3,985,physical
CWC27,EFTUD2,985,physical
CWC27,SF3B1,985,physical
CWC27,SNRPD2,985,physical
CWC27,SF3A1,985,physical
DDX1,DHX36,985,physical
SLC25A6,VDAC2,985,physical
CDK8,MED30,985,physical
RLN2,RXFP1,985,physical
NOL10,NOL6,985,physical
MICU2,MICU3,985,physical
RTF1,SUPT4H1,985,physical
CCL25,CCR7,985,physical
RPS9,RPL19,985,physical
LAMB3,LAMA4,985,physical
