gene1,gene2
MARS2,MRPS35
MARS2,MRPS5
MARS2,MRPS6
MARS2,MRPS7
MARS2,MRPS9
MARS2,MTERF3
MARS2,MTERF4
MARS2,MTG1
MARS2,MTG2
MARS2,MTPAP
MARS2,NARS2
MARS2,NDUFA1
MARS2,NDUFA10
MARS2,NDUFA11
MARS2,NDUFA2
MARS2,NDUFA6
MARS2,NDUFA8
MARS2,NDUFAF1
MARS2,NDUFAF3
MARS2,NDUFAF7
MARS2,NDUFB10
MARS2,NDUFB11
MARS2,NDUFB2
MARS2,NDUFB4
MARS2,NDUFB6
MARS2,NDUFB7
MARS2,NDUFB8
MARS2,NDUFB9
MARS2,NDUFC1
MARS2,NDUFC2
MARS2,NDUFS1
MARS2,NDUFS2
MARS2,NDUFS5
MARS2,NDUFS7
MARS2,NDUFS8
MARS2,NDUFV2
MARS2,NGRN
MARS2,NOA1
MARS2,NSUN4
MARS2,PARS2
MARS2,PDSS2
MARS2,PET117
MARS2,PNPT1
MARS2,POLG
MARS2,POLG2
MARS2,POLRMT
MARS2,PPA2
MARS2,PRORP
MARS2,PTCD1
MARS2,PTCD3
MARS2,QRSL1
MARS2,RARS2
MARS2,RBFA
MARS2,RPUSD4
MARS2,RTN4IP1
MARS2,SARS2
MARS2,SCO1
MARS2,SCO2
MARS2,SLC25A26
MARS2,SSBP1
MARS2,SUPV3L1
MARS2,TAMM41
MARS2,TARS2
MARS2,TFAM
MARS2,TFB1M
MARS2,TFB2M
MARS2,TIMMDC1
MARS2,TRMT10C
MARS2,TRUB2
MARS2,TWNK
MARS2,UQCRB
MARS2,UQCRC1
MARS2,UQCRC2
MARS2,UQCRFS1
MARS2,VARS2
MARS2,WARS2
MARS2,YARS2
MARS2,YBEY
MAU2,NIPBL
MBTPS1,MBTPS2
MBTPS1,SCAP
MBTPS1,SCD
MBTPS2,SCAP
MCAT,METTL17
MCAT,MIPEP
MCAT,MRM2
MCAT,MRM3
MCAT,MRPL12
MCAT,MRPL13
MCAT,MRPL15
MCAT,MRPL17
MCAT,MRPL18
MCAT,MRPL20
MCAT,MRPL23
MCAT,MRPL28
MCAT,MRPL33
MCAT,MRPL34
MCAT,MRPL38
MCAT,MRPL39
MCAT,MRPL40
MCAT,MRPL41
MCAT,MRPL43
MCAT,MRPL46
MCAT,MRPL47
MCAT,MRPL48
MCAT,MRPL49
MCAT,MRPL55
MCAT,MRPL57
MCAT,MRPS11
MCAT,MRPS12
MCAT,MRPS16
MCAT,MRPS17
MCAT,MRPS18B
MCAT,MRPS18C
MCAT,MRPS2
MCAT,MRPS22
MCAT,MRPS23
MCAT,MRPS24
MCAT,MRPS25
MCAT,MRPS26
MCAT,MRPS33
MCAT,MRPS6
MCAT,MTERF4
MCAT,MTG1
MCAT,MTG2
MCAT,NARS2
MCAT,NDUFA1
MCAT,NDUFAF6
MCAT,NDUFAF7
MCAT,NDUFB11
MCAT,NDUFC1
MCAT,NDUFC2
MCAT,NDUFS2
MCAT,NGRN
MCAT,NOA1
MCAT,NSUN4
MCAT,OXSM
MCAT,PET117
MCAT,POLG
MCAT,POLG2
MCAT,PRORP
MCAT,PTCD1
MCAT,QRSL1
MCAT,RPUSD4
MCAT,SCO2
MCAT,TFAM
MCAT,TFB1M
MCAT,TIMMDC1
MCAT,TRUB2
MCAT,TWNK
MCAT,WARS2
MCAT,YBEY
MDFIC2,MINDY4B
MDFIC2,NUDT4
MDFIC2,OR4C5
MDFIC2,PABPC4L
MDFIC2,SEMA3B
MDFIC2,SMIM31
MDFIC2,TRIM66
MDFIC2,TRPC5OS
MDFIC2,ZNF275
MDFIC2,ZNF385C
MDFIC2,ZNF487
MDM2,MDM4
MDM2,PPM1D
MDM2,USP7
MDM4,PPM1D
MDM4,UBE2D3
MECR,OXSM
MED1,MED9
MED12,MED19
MED12,MED24
MED12,SUPT20H
MED12,TADA2B
MED12,TAF5L
MED13,TAF5L
MED15,MED19
MED15,MED24
MED16,MED23
MED16,MED24
MED16,MED25
MED19,MED24
MED19,TADA1
MED23,MED24
MED23,ZNF592
MEIKIN,SMTNL1
MEIKIN,TEX28
MEIOSIN,MISFA
MEIOSIN,MISP3
MEIOSIN,MYMX
MEIOSIN,NEURL3
MEIOSIN,NFILZ
MEIOSIN,NPIPB11
MEIOSIN,OPLAH
MEIOSIN,OR14A2
MEIOSIN,OR2J1
MEIOSIN,OR4C5
MEIOSIN,OR51F1
MEIOSIN,P3R3URF
MEIOSIN,PLET1
MEIOSIN,PRAMEF17
MEIOSIN,PRSS2
MEIOSIN,PTTG1IP2
MEIOSIN,RAB44
MEIOSIN,RHBG
MEIOSIN,RIBC2
MEIOSIN,SBK3
MEIOSIN,SELENOF
MEIOSIN,SENP3
MEIOSIN,SH2B2
MEIOSIN,SMIM32
MEIOSIN,SMIM33
MEIOSIN,SPADH
MEIOSIN,TDRD15
MEIOSIN,TERF1
MEIOSIN,TEX13C
MEIOSIN,TEX50
MEIOSIN,TEX52
MEIOSIN,TMEM132C
MEIOSIN,TMEM272
MEIOSIN,TRIL
MEIOSIN,TRIM64C
MEIOSIN,TVP23C
MEIOSIN,UBTFL1
MEIOSIN,USP17L7
MEIOSIN,WNK2
MEIOSIN,XKR5
MEIOSIN,ZNF275
MEIOSIN,ZNF431
MEN1,PSIP1
METTL1,TRMT61A
METTL1,WDR4
METTL14,METTL3
METTL17,MIPEP
METTL17,MRM2
METTL17,MRM3
METTL17,MRPL10
METTL17,MRPL13
METTL17,MRPL15
METTL17,MRPL16
METTL17,MRPL17
METTL17,MRPL18
METTL17,MRPL20
METTL17,MRPL21
METTL17,MRPL23
METTL17,MRPL3
METTL17,MRPL32
METTL17,MRPL33
METTL17,MRPL34
METTL17,MRPL35
METTL17,MRPL38
METTL17,MRPL39
METTL17,MRPL41
METTL17,MRPL43
METTL17,MRPL46
METTL17,MRPL47
METTL17,MRPL49
METTL17,MRPL53
METTL17,MRPL55
METTL17,MRPL57
METTL17,MRPL58
METTL17,MRPS10
METTL17,MRPS11
METTL17,MRPS12
METTL17,MRPS14
METTL17,MRPS16
METTL17,MRPS17
METTL17,MRPS18B
METTL17,MRPS18C
METTL17,MRPS2
METTL17,MRPS21
METTL17,MRPS22
METTL17,MRPS23
METTL17,MRPS24
METTL17,MRPS25
METTL17,MRPS26
METTL17,MRPS28
METTL17,MRPS31
METTL17,MRPS5
METTL17,MRPS6
METTL17,MRPS9
METTL17,MTG1
METTL17,MTG2
METTL17,MTPAP
METTL17,NARS2
METTL17,NDUFA1
METTL17,NDUFA10
METTL17,NDUFA11
METTL17,NDUFA6
METTL17,NDUFA8
METTL17,NDUFAF1
METTL17,NDUFAF3
METTL17,NDUFAF5
METTL17,NDUFB10
METTL17,NDUFB11
METTL17,NDUFB2
METTL17,NDUFB3
METTL17,NDUFB4
METTL17,NDUFB7
METTL17,NDUFB8
METTL17,NDUFB9
METTL17,NDUFC1
METTL17,NDUFC2
METTL17,NDUFS1
METTL17,NDUFS2
METTL17,NDUFS8
METTL17,NOA1
METTL17,NSUN4
METTL17,PET117
METTL17,PRORP
METTL17,PTCD1
METTL17,PTCD3
METTL17,RPUSD4
METTL17,SUPV3L1
METTL17,TFAM
METTL17,TFB1M
METTL17,TIMMDC1
METTL17,TRUB2
METTL17,TWNK
METTL17,WARS2
METTL17,YBEY
MGAM2,MISP3
MGAM2,MUC13
MGAM2,MUC3A
MGAM2,MYORG
MGAM2,NEURL3
MGAM2,ODAD4
MGAM2,OR14A2
MGAM2,OR2J1
MGAM2,OVCH1
MGAM2,PADI6
MGAM2,PECAM1
MGAM2,PIGBOS1
MGAM2,PKD1L3
MGAM2,PPP4R3C
MGAM2,PRR36
MGAM2,PRSS2
MGAM2,PRSS41
MGAM2,RAB44
MGAM2,REELD1
MGAM2,RIBC2
MGAM2,RYK
MGAM2,S100A7A
MGAM2,SBK3
MGAM2,SHISA8
MGAM2,SMIM32
MGAM2,SMIM33
MGAM2,SPAAR
MGAM2,SPDYE3
MGAM2,SRD5A2
MGAM2,SRGAP2
MGAM2,TDRD15
MGAM2,TERF1
MGAM2,TEX13A
MGAM2,TEX50
MGAM2,TMEM272
MGAM2,TMEM275
MGAM2,TSTD3
MGAM2,TTC6
MGAM2,UMAD1
MGAM2,WDR64
MGAM2,WNK2
MGAM2,XKR5
MGAM2,ZC3H12D
MGAM2,ZNF516
MGAM2,ZNF717
MICOS10,MICOS13
MILR1,MS4A4E
MILR1,NKX1-1
MILR1,OR10D3
MILR1,OR2J1
MILR1,OR8G1
MILR1,PIGBOS1
MILR1,PRSS41
MILR1,SMIM33
MILR1,SPDYE3
MILR1,WDR64
MILR1,ZNF518A
MILR1,ZNF678
MINDY4B,MUC13
MINDY4B,MYORG
MINDY4B,NLRC3
MINDY4B,NUDT18
MINDY4B,ODAD4
MINDY4B,OOSP3
MINDY4B,OR14A2
MINDY4B,OR4C5
MINDY4B,OR4E1
MINDY4B,PCSK6
MINDY4B,PERM1
MINDY4B,PRB3
MINDY4B,PRM3
MINDY4B,PRSS56
MINDY4B,REELD1
MINDY4B,RNF187
MINDY4B,S100A7A
MINDY4B,SERTM2
MINDY4B,SHOX
MINDY4B,SLC38A3
MINDY4B,SPACA6
MINDY4B,SRGAP2
MINDY4B,TEX13A
MINDY4B,TEX13D
MINDY4B,TMEM269
MINDY4B,TMEM275
MINDY4B,TRPC5OS
MINDY4B,WNK2
MINDY4B,ZC3H12D
MINDY4B,ZCCHC8
MINDY4B,ZDHHC11B
MINDY4B,ZNF316
MINDY4B,ZNF431
MIOS,SEH1L
MIOS,WDR24
MIOS,WDR59
MIPEP,MRM2
MIPEP,MRM3
MIPEP,MRPL10
MIPEP,MRPL12
MIPEP,MRPL13
MIPEP,MRPL14
MIPEP,MRPL15
MIPEP,MRPL16
MIPEP,MRPL17
MIPEP,MRPL18
MIPEP,MRPL19
MIPEP,MRPL2
MIPEP,MRPL20
MIPEP,MRPL21
MIPEP,MRPL23
MIPEP,MRPL28
MIPEP,MRPL3
MIPEP,MRPL32
MIPEP,MRPL33
MIPEP,MRPL34
MIPEP,MRPL38
MIPEP,MRPL39
MIPEP,MRPL4
MIPEP,MRPL40
MIPEP,MRPL41
MIPEP,MRPL43
MIPEP,MRPL44
MIPEP,MRPL46
MIPEP,MRPL47
MIPEP,MRPL48
MIPEP,MRPL49
MIPEP,MRPL53
MIPEP,MRPL55
MIPEP,MRPL57
MIPEP,MRPS10
MIPEP,MRPS11
MIPEP,MRPS12
MIPEP,MRPS16
MIPEP,MRPS17
MIPEP,MRPS18B
MIPEP,MRPS18C
MIPEP,MRPS2
MIPEP,MRPS22
MIPEP,MRPS23
MIPEP,MRPS24
MIPEP,MRPS25
MIPEP,MRPS26
MIPEP,MRPS6
MIPEP,MRPS9
MIPEP,MTERF3
MIPEP,MTERF4
MIPEP,MTG1
MIPEP,MTG2
MIPEP,MTPAP
MIPEP,NARS2
MIPEP,NDUFA1
MIPEP,NDUFA8
MIPEP,NDUFAF1
MIPEP,NDUFAF3
MIPEP,NDUFAF7
MIPEP,NDUFB11
MIPEP,NDUFB2
MIPEP,NDUFB6
MIPEP,NDUFC1
MIPEP,NDUFC2
MIPEP,NDUFS2
MIPEP,NDUFV2
MIPEP,NGRN
MIPEP,NSUN4
MIPEP,OXSM
MIPEP,PDSS2
MIPEP,PET117
MIPEP,POLG
MIPEP,POLG2
MIPEP,PRORP
MIPEP,PTCD1
MIPEP,PTCD3
MIPEP,QRSL1
MIPEP,RARS2
MIPEP,RPUSD4
MIPEP,SARS2
MIPEP,SCO2
MIPEP,SLC25A26
MIPEP,SSBP1
MIPEP,TARS2
MIPEP,TFAM
MIPEP,TFB1M
MIPEP,TIMMDC1
MIPEP,TRMT10C
MIPEP,TRUB2
MIPEP,TWNK
MIPEP,VARS2
MIPEP,WARS2
MIPEP,YARS2
MIPEP,YBEY
MIS18A,OIP5
MISFA,NPIPB11
MISFA,OR14K1
MISFA,OR2J1
MISFA,PRR36
MISFA,PRSS2
MISFA,PRSS41
MISFA,RASSF10
MISFA,RIBC2
MISFA,SBK3
MISFA,SENP3
MISFA,SMIM23
MISFA,SMIM32
MISFA,SMIM33
MISFA,SMIM38
MISFA,SMIM41
MISFA,SRSF8
MISFA,SYN2
MISFA,TEX53
MISFA,TLE7
MISFA,TRIL
MISFA,UBTFL1
MISFA,VSIG10L2
MISFA,XKR5
MISFA,ZFTRAF1
MISFA,ZNF525
MISFA,ZNF66
MISFA,ZNF724
MISP3,MYORG
MISP3,NEURL3
MISP3,NUDT18
MISP3,OPLAH
MISP3,OR10D3
MISP3,OR14A2
MISP3,OR2J1
MISP3,OR4C5
MISP3,OR51F1
MISP3,P3R3URF
MISP3,PAPOLB
MISP3,PERM1
MISP3,PLA2G2C
MISP3,PLET1
MISP3,PPP1R2B
MISP3,PPP4R3C
MISP3,PRR36
MISP3,PRSS41
MISP3,PRSS56
MISP3,RAB44
MISP3,RHBG
MISP3,RIBC2
MISP3,RNF187
MISP3,RYK
MISP3,S100A7A
MISP3,SBK3
MISP3,SELENOF
MISP3,SH2B2
MISP3,SHISA8
MISP3,SLC35G4
MISP3,SMIM32
MISP3,SMIM33
MISP3,SPADH
MISP3,SRD5A2
MISP3,TDRD15
MISP3,TERF1
MISP3,TEX13A
MISP3,TEX50
MISP3,TEX52
MISP3,TMEM271
MISP3,TMEM272
MISP3,TMEM275
MISP3,TRIL
MISP3,UBTFL1
MISP3,USP17L7
MISP3,WNK2
MISP3,XKR5
MISP3,ZNF431
MISP3,ZNF678
MISP3,ZNF738
MISP3,ZSCAN26
MITF,SOX10
MLST8,RICTOR
MLXIP,SCAMP1
MLXIP,ZAN
MMP12,MYOCOS
MMP12,OR52E5
MMP12,OR6J1
MMP12,PAGE3
MMP12,PCSK6
MMP12,PERCC1
MMP12,RAB7B
MMP12,RYK
MMP12,SAA2
MMP12,SH2B2
MMP12,SLC22A24
MMP12,SMIM28
MMP12,SMIM31
MMP12,SPAAR
MMP12,SPPL2B
MMP12,TAAR9
MMP12,TEX13C
MMP12,TEX28
MMP12,TEX49
MMP12,TEX53
MMP12,TMEM114
MMP12,TMEM271
MMP12,TRIL
MMP12,USP17L7
MMP12,WDR97
MMP12,ZNF385C
MMP12,ZNF717
MMP24OS,MRLN
MMP24OS,NPRL3
MMP24OS,NUTM2D
MMP24OS,PIK3R6
MMP24OS,PNMA6E
MMP24OS,SARM1
MMP24OS,STRIT1
MMP24OS,TEX51
MOCS3,URM1
MPC1,MPC2
MPC1L,PPP1R2C
MPC1L,PPP2R3B
MPC1L,SHLD3
MPC1L,ZNF274
MPC1L,ZNF431
MRE11,RAD50
MRE11,TRMT61A
MRLN,PNMA6E
MRLN,PPP4R3C
MRLN,SELENOF
MRLN,SRD5A2
MRLN,TEX13C
MRM2,MRM3
MRM2,MRPL10
MRM2,MRPL12
MRM2,MRPL13
MRM2,MRPL14
MRM2,MRPL15
MRM2,MRPL17
MRM2,MRPL18
MRM2,MRPL2
MRM2,MRPL20
MRM2,MRPL21
MRM2,MRPL23
MRM2,MRPL24
MRM2,MRPL28
MRM2,MRPL3
MRM2,MRPL32
MRM2,MRPL33
MRM2,MRPL34
MRM2,MRPL38
MRM2,MRPL39
MRM2,MRPL4
MRM2,MRPL41
MRM2,MRPL43
MRM2,MRPL46
MRM2,MRPL47
MRM2,MRPL48
MRM2,MRPL49
MRM2,MRPL50
MRM2,MRPL53
MRM2,MRPL55
MRM2,MRPL57
MRM2,MRPL58
MRM2,MRPL9
MRM2,MRPS11
MRM2,MRPS12
MRM2,MRPS14
MRM2,MRPS16
MRM2,MRPS17
MRM2,MRPS18B
MRM2,MRPS2
MRM2,MRPS22
MRM2,MRPS23
MRM2,MRPS24
MRM2,MRPS25
MRM2,MRPS26
MRM2,MRPS33
MRM2,MRPS6
MRM2,MTERF3
MRM2,MTERF4
MRM2,MTG1
MRM2,MTG2
MRM2,MTO1
MRM2,MTRF1L
MRM2,MTRFR
MRM2,NARS2
MRM2,NDUFA1
MRM2,NDUFA10
MRM2,NDUFA11
MRM2,NDUFA2
MRM2,NDUFA6
MRM2,NDUFA8
MRM2,NDUFAF1
MRM2,NDUFAF3
MRM2,NDUFAF5
MRM2,NDUFAF7
MRM2,NDUFAF8
MRM2,NDUFB10
MRM2,NDUFB11
MRM2,NDUFB2
MRM2,NDUFB3
MRM2,NDUFB4
MRM2,NDUFB5
MRM2,NDUFB6
MRM2,NDUFB7
MRM2,NDUFB8
MRM2,NDUFB9
MRM2,NDUFC1
MRM2,NDUFC2
MRM2,NDUFS1
MRM2,NDUFS2
MRM2,NDUFS5
MRM2,NDUFS7
MRM2,NDUFS8
MRM2,NDUFV2
MRM2,NGRN
MRM2,NOA1
MRM2,NSUN4
MRM2,PET117
MRM2,POLG
MRM2,PRORP
MRM2,PTCD1
MRM2,PTCD3
MRM2,QRSL1
MRM2,RMND1
MRM2,RPUSD3
MRM2,RPUSD4
MRM2,RTN4IP1
MRM2,SARS2
MRM2,SCO2
MRM2,SLC25A26
MRM2,SSBP1
MRM2,TFAM
MRM2,TFB1M
MRM2,TIMMDC1
MRM2,TRUB2
MRM2,TWNK
MRM2,UQCRC2
MRM2,VARS2
MRM2,WARS2
MRM2,YBEY
MRM3,MRPL10
MRM3,MRPL12
MRM3,MRPL13
MRM3,MRPL14
MRM3,MRPL15
MRM3,MRPL16
MRM3,MRPL17
MRM3,MRPL18
MRM3,MRPL19
MRM3,MRPL2
MRM3,MRPL20
MRM3,MRPL21
MRM3,MRPL22
MRM3,MRPL23
MRM3,MRPL24
MRM3,MRPL28
MRM3,MRPL3
MRM3,MRPL32
MRM3,MRPL33
MRM3,MRPL34
MRM3,MRPL35
MRM3,MRPL37
MRM3,MRPL38
MRM3,MRPL39
MRM3,MRPL4
MRM3,MRPL40
MRM3,MRPL41
MRM3,MRPL43
MRM3,MRPL44
MRM3,MRPL46
MRM3,MRPL47
MRM3,MRPL48
MRM3,MRPL49
MRM3,MRPL53
MRM3,MRPL55
MRM3,MRPL57
MRM3,MRPL58
MRM3,MRPL9
MRM3,MRPS11
MRM3,MRPS12
MRM3,MRPS14
MRM3,MRPS16
MRM3,MRPS17
MRM3,MRPS18B
MRM3,MRPS18C
MRM3,MRPS2
MRM3,MRPS22
MRM3,MRPS23
MRM3,MRPS24
MRM3,MRPS25
MRM3,MRPS26
MRM3,MRPS33
MRM3,MRPS5
MRM3,MRPS6
MRM3,MTERF3
MRM3,MTERF4
MRM3,MTFMT
MRM3,MTG1
MRM3,MTG2
MRM3,MTPAP
MRM3,MTRF1L
MRM3,NARS2
MRM3,NDUFA1
MRM3,NDUFA10
MRM3,NDUFA11
MRM3,NDUFA2
MRM3,NDUFA6
MRM3,NDUFA8
MRM3,NDUFAF1
MRM3,NDUFAF3
MRM3,NDUFAF5
MRM3,NDUFAF7
MRM3,NDUFB10
MRM3,NDUFB11
MRM3,NDUFB2
MRM3,NDUFB4
MRM3,NDUFB5
MRM3,NDUFB6
MRM3,NDUFB7
MRM3,NDUFB8
MRM3,NDUFB9
MRM3,NDUFC1
MRM3,NDUFC2
MRM3,NDUFS1
MRM3,NDUFS2
MRM3,NDUFS5
MRM3,NDUFS7
MRM3,NDUFS8
MRM3,NDUFV2
MRM3,NGRN
MRM3,NOA1
MRM3,NSUN4
MRM3,NUBPL
MRM3,PET117
MRM3,POLG
MRM3,PRORP
MRM3,PTCD1
MRM3,PTCD3
MRM3,QRSL1
MRM3,RBFA
MRM3,RMND1
MRM3,RPUSD3
MRM3,RPUSD4
MRM3,RTN4IP1
MRM3,SCO1
MRM3,SCO2
MRM3,SLC25A26
MRM3,SSBP1
MRM3,TFAM
MRM3,TFB1M
MRM3,TIMMDC1
MRM3,TRUB2
MRM3,TWNK
MRM3,UQCRC2
MRM3,VARS2
MRM3,WARS2
MRM3,YBEY
MROH2A,MYORG
MROH2A,NEURL3
MROH2A,PADI6
MROH2A,PAGE3
MROH2A,PERCC1
MROH2A,PRSS56
MROH2A,REELD1
MROH2A,RNF187
MROH2A,S100A7A
MROH2A,SERTM2
MROH2A,SUPT20HL1
MROH2A,TEX53
MROH2A,TMEM271
MROH2A,UGT1A6
MROH2A,UMAD1
MROH2A,WNK2
MROH2A,ZC3H12D
MROH2A,ZNF717
MROH2A,ZSWIM9
MRPL10,MRPL12
MRPL10,MRPL13
MRPL10,MRPL14
MRPL10,MRPL15
MRPL10,MRPL16
MRPL10,MRPL17
MRPL10,MRPL18
MRPL10,MRPL19
MRPL10,MRPL2
MRPL10,MRPL20
MRPL10,MRPL21
MRPL10,MRPL22
MRPL10,MRPL23
MRPL10,MRPL24
MRPL10,MRPL28
MRPL10,MRPL3
MRPL10,MRPL30
MRPL10,MRPL32
MRPL10,MRPL33
MRPL10,MRPL34
MRPL10,MRPL35
MRPL10,MRPL36
MRPL10,MRPL37
MRPL10,MRPL38
MRPL10,MRPL39
MRPL10,MRPL4
MRPL10,MRPL40
MRPL10,MRPL41
MRPL10,MRPL43
MRPL10,MRPL44
MRPL10,MRPL45
MRPL10,MRPL46
MRPL10,MRPL47
MRPL10,MRPL48
MRPL10,MRPL49
MRPL10,MRPL50
MRPL10,MRPL53
MRPL10,MRPL55
MRPL10,MRPL57
MRPL10,MRPL58
MRPL10,MRPL9
MRPL10,MRPS10
MRPL10,MRPS11
MRPL10,MRPS12
MRPL10,MRPS14
MRPL10,MRPS16
MRPL10,MRPS17
MRPL10,MRPS18A
MRPL10,MRPS18B
MRPL10,MRPS18C
MRPL10,MRPS2
MRPL10,MRPS21
MRPL10,MRPS22
MRPL10,MRPS23
MRPL10,MRPS24
MRPL10,MRPS25
MRPL10,MRPS26
MRPL10,MRPS27
MRPL10,MRPS28
MRPL10,MRPS31
MRPL10,MRPS35
MRPL10,MRPS5
MRPL10,MRPS6
MRPL10,MRPS7
MRPL10,MRPS9
MRPL10,MTERF3
MRPL10,MTERF4
MRPL10,MTG1
MRPL10,MTG2
MRPL10,MTPAP
MRPL10,MTRF1L
MRPL10,NARS2
MRPL10,NDUFA1
MRPL10,NDUFA10
MRPL10,NDUFA11
MRPL10,NDUFA2
MRPL10,NDUFA6
MRPL10,NDUFA8
MRPL10,NDUFAF1
MRPL10,NDUFAF3
MRPL10,NDUFAF4
MRPL10,NDUFAF7
MRPL10,NDUFB10
MRPL10,NDUFB11
MRPL10,NDUFB2
MRPL10,NDUFB3
MRPL10,NDUFB4
MRPL10,NDUFB5
MRPL10,NDUFB6
MRPL10,NDUFB7
MRPL10,NDUFB8
MRPL10,NDUFB9
MRPL10,NDUFC1
MRPL10,NDUFC2
MRPL10,NDUFS1
MRPL10,NDUFS2
MRPL10,NDUFS5
MRPL10,NDUFS8
MRPL10,NDUFV2
MRPL10,NGRN
MRPL10,NSUN4
MRPL10,PARS2
MRPL10,PET117
MRPL10,PNPT1
MRPL10,POLG
MRPL10,POLG2
MRPL10,POLRMT
MRPL10,PRORP
MRPL10,PTCD1
MRPL10,PTCD3
MRPL10,QRSL1
MRPL10,RARS2
MRPL10,RPUSD3
MRPL10,RPUSD4
MRPL10,RTN4IP1
MRPL10,SARS2
MRPL10,SCO2
MRPL10,SLC25A26
MRPL10,SSBP1
MRPL10,SUPV3L1
MRPL10,TARS2
MRPL10,TFAM
MRPL10,TFB1M
MRPL10,TFB2M
MRPL10,TIMMDC1
MRPL10,TRMT10C
MRPL10,TRUB2
MRPL10,TWNK
MRPL10,UQCRB
MRPL10,UQCRC1
MRPL10,UQCRC2
MRPL10,UQCRFS1
MRPL10,VARS2
MRPL10,WARS2
MRPL10,YARS2
MRPL11,MRPL13
MRPL11,MRPL15
MRPL11,MRPL16
MRPL11,MRPL18
MRPL11,MRPL20
MRPL11,MRPL21
MRPL11,MRPL23
MRPL11,MRPL28
MRPL11,MRPL34
MRPL11,MRPL37
MRPL11,MRPL39
MRPL11,MRPL41
MRPL11,MRPL43
MRPL11,MRPL46
MRPL11,MRPL47
MRPL11,MRPL48
MRPL11,MRPL55
MRPL11,MRPS10
MRPL11,MRPS18C
MRPL11,MRPS2
MRPL11,MRPS24
MRPL11,MRPS25
MRPL11,MRPS33
MRPL11,MTG2
MRPL11,NARS2
MRPL11,PRORP
MRPL11,QRSL1
MRPL11,SUPV3L1
MRPL11,TFB1M
MRPL11,TUFM
MRPL11,VARS2
MRPL12,MRPL13
MRPL12,MRPL14
MRPL12,MRPL15
MRPL12,MRPL16
MRPL12,MRPL17
MRPL12,MRPL18
MRPL12,MRPL19
MRPL12,MRPL2
MRPL12,MRPL20
MRPL12,MRPL21
MRPL12,MRPL23
MRPL12,MRPL24
MRPL12,MRPL28
MRPL12,MRPL3
MRPL12,MRPL32
MRPL12,MRPL33
MRPL12,MRPL34
MRPL12,MRPL35
MRPL12,MRPL37
MRPL12,MRPL38
MRPL12,MRPL39
MRPL12,MRPL4
MRPL12,MRPL40
MRPL12,MRPL41
MRPL12,MRPL43
MRPL12,MRPL44
MRPL12,MRPL46
MRPL12,MRPL47
MRPL12,MRPL48
MRPL12,MRPL49
MRPL12,MRPL53
MRPL12,MRPL55
MRPL12,MRPL57
MRPL12,MRPS10
MRPL12,MRPS11
MRPL12,MRPS12
MRPL12,MRPS14
MRPL12,MRPS16
MRPL12,MRPS17
MRPL12,MRPS18B
MRPL12,MRPS18C
MRPL12,MRPS2
MRPL12,MRPS22
MRPL12,MRPS23
MRPL12,MRPS24
MRPL12,MRPS25
MRPL12,MRPS26
MRPL12,MRPS28
MRPL12,MRPS6
MRPL12,MRPS7
MRPL12,MRPS9
MRPL12,MTERF4
MRPL12,MTG1
MRPL12,MTG2
MRPL12,MTPAP
MRPL12,NARS2
MRPL12,NDUFA1
MRPL12,NDUFA10
MRPL12,NDUFA8
MRPL12,NDUFB11
MRPL12,NDUFB2
MRPL12,NDUFB7
MRPL12,NDUFC1
MRPL12,NDUFS2
MRPL12,NDUFS8
MRPL12,NDUFV2
MRPL12,NGRN
MRPL12,NSUN4
MRPL12,PARS2
MRPL12,PDSS2
MRPL12,PET117
MRPL12,POLG
MRPL12,POLG2
MRPL12,POLRMT
MRPL12,PRORP
MRPL12,PTCD1
MRPL12,PTCD3
MRPL12,QRSL1
MRPL12,RARS2
MRPL12,RPUSD4
MRPL12,SARS2
MRPL12,SCO2
MRPL12,SLC25A26
MRPL12,SSBP1
MRPL12,SUPV3L1
MRPL12,TARS2
MRPL12,TFAM
MRPL12,TFB1M
MRPL12,TFB2M
MRPL12,TRMT10C
MRPL12,TRUB2
MRPL12,TWNK
MRPL12,UQCRC2
MRPL12,VARS2
MRPL12,WARS2
MRPL12,YARS2
MRPL13,MRPL14
MRPL13,MRPL15
MRPL13,MRPL16
MRPL13,MRPL17
MRPL13,MRPL18
MRPL13,MRPL19
MRPL13,MRPL2
MRPL13,MRPL20
MRPL13,MRPL21
MRPL13,MRPL22
MRPL13,MRPL23
MRPL13,MRPL24
MRPL13,MRPL28
MRPL13,MRPL3
MRPL13,MRPL30
MRPL13,MRPL32
MRPL13,MRPL33
MRPL13,MRPL34
MRPL13,MRPL35
MRPL13,MRPL36
MRPL13,MRPL37
MRPL13,MRPL38
MRPL13,MRPL39
MRPL13,MRPL4
MRPL13,MRPL40
MRPL13,MRPL41
MRPL13,MRPL42
MRPL13,MRPL43
MRPL13,MRPL44
MRPL13,MRPL45
MRPL13,MRPL46
MRPL13,MRPL47
MRPL13,MRPL48
MRPL13,MRPL49
MRPL13,MRPL50
MRPL13,MRPL51
MRPL13,MRPL53
MRPL13,MRPL54
MRPL13,MRPL55
MRPL13,MRPL57
MRPL13,MRPL58
MRPL13,MRPL9
MRPL13,MRPS10
MRPL13,MRPS11
MRPL13,MRPS12
MRPL13,MRPS14
MRPL13,MRPS16
MRPL13,MRPS17
MRPL13,MRPS18A
MRPL13,MRPS18B
MRPL13,MRPS18C
